var1,var2,verb,answer,probability
"('Arteriosclerosis', 'Present/Absent')","('Right Heart Syndrome', 'Present/Absent')",cause,TRUE,0.99849853
"('Right Heart Syndrome', 'Present/Absent')","('Arteriosclerosis', 'Present/Absent')",cause,FALSE,0.999999568
"('Arteriosclerosis', 'Present/Absent')","('Left Heart Syndrome', 'Present/Absent')",cause,TRUE,0.999664237
"('Left Heart Syndrome', 'Present/Absent')","('Arteriosclerosis', 'Present/Absent')",cause,FALSE,0.999999568
"('Arteriosclerosis', 'Present/Absent')","('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')",cause,FALSE,0.99999921
"('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')","('Arteriosclerosis', 'Present/Absent')",cause,FALSE,0.99999933
"('Arteriosclerosis', 'Present/Absent')","('Difficulty Breathing', 'Experiences difficulty/No difficulty')",cause,TRUE,0.999989674
"('Difficulty Breathing', 'Experiences difficulty/No difficulty')","('Arteriosclerosis', 'Present/Absent')",cause,FALSE,0.99999933
"('Arteriosclerosis', 'Present/Absent')","('Smoking', 'Smoker/Non-smoker')",cause,FALSE,0.999998972
"('Smoking', 'Smoker/Non-smoker')","('Arteriosclerosis', 'Present/Absent')",cause,TRUE,0.999999687
"('Arteriosclerosis', 'Present/Absent')","('Radon Exposure', 'Exposed/Not exposed')",cause,FALSE,0.99999921
"('Radon Exposure', 'Exposed/Not exposed')","('Arteriosclerosis', 'Present/Absent')",cause,FALSE,0.999999568
"('Arteriosclerosis', 'Present/Absent')","('Lung Cancer', 'Present/Absent')",cause,FALSE,0.999999449
"('Lung Cancer', 'Present/Absent')","('Arteriosclerosis', 'Present/Absent')",cause,FALSE,0.999999449
"('Arteriosclerosis', 'Present/Absent')","('Cough Up Blood', 'Yes/No')",cause,FALSE,0.999964284
"('Cough Up Blood', 'Yes/No')","('Arteriosclerosis', 'Present/Absent')",cause,FALSE,0.99999933
"('Right Heart Syndrome', 'Present/Absent')","('Left Heart Syndrome', 'Present/Absent')",cause,FALSE,0.999999687
"('Left Heart Syndrome', 'Present/Absent')","('Right Heart Syndrome', 'Present/Absent')",cause,FALSE,0.999998853
"('Right Heart Syndrome', 'Present/Absent')","('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')",cause,TRUE,0.998830224
"('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')","('Right Heart Syndrome', 'Present/Absent')",cause,FALSE,0.999999687
"('Right Heart Syndrome', 'Present/Absent')","('Difficulty Breathing', 'Experiences difficulty/No difficulty')",cause,TRUE,0.999999687
"('Difficulty Breathing', 'Experiences difficulty/No difficulty')","('Right Heart Syndrome', 'Present/Absent')",cause,FALSE,0.999999568
"('Right Heart Syndrome', 'Present/Absent')","('Smoking', 'Smoker/Non-smoker')",cause,FALSE,0.999999091
"('Smoking', 'Smoker/Non-smoker')","('Right Heart Syndrome', 'Present/Absent')",cause,TRUE,0.999972152
"('Right Heart Syndrome', 'Present/Absent')","('Radon Exposure', 'Exposed/Not exposed')",cause,FALSE,0.99999933
"('Radon Exposure', 'Exposed/Not exposed')","('Right Heart Syndrome', 'Present/Absent')",cause,FALSE,0.999999687
"('Right Heart Syndrome', 'Present/Absent')","('Lung Cancer', 'Present/Absent')",cause,FALSE,0.999999449
"('Lung Cancer', 'Present/Absent')","('Right Heart Syndrome', 'Present/Absent')",cause,FALSE,0.699954391
"('Right Heart Syndrome', 'Present/Absent')","('Cough Up Blood', 'Yes/No')",cause,TRUE,0.999941518
"('Cough Up Blood', 'Yes/No')","('Right Heart Syndrome', 'Present/Absent')",cause,FALSE,0.999999568
"('Left Heart Syndrome', 'Present/Absent')","('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')",cause,TRUE,0.99849853
"('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')","('Left Heart Syndrome', 'Present/Absent')",cause,FALSE,0.999999568
"('Left Heart Syndrome', 'Present/Absent')","('Difficulty Breathing', 'Experiences difficulty/No difficulty')",cause,TRUE,0.999999687
"('Difficulty Breathing', 'Experiences difficulty/No difficulty')","('Left Heart Syndrome', 'Present/Absent')",cause,FALSE,0.999999568
"('Left Heart Syndrome', 'Present/Absent')","('Smoking', 'Smoker/Non-smoker')",cause,FALSE,0.999998972
"('Smoking', 'Smoker/Non-smoker')","('Left Heart Syndrome', 'Present/Absent')",cause,FALSE,0.999999568
"('Left Heart Syndrome', 'Present/Absent')","('Radon Exposure', 'Exposed/Not exposed')",cause,FALSE,0.99999921
"('Radon Exposure', 'Exposed/Not exposed')","('Left Heart Syndrome', 'Present/Absent')",cause,FALSE,0.999999687
"('Left Heart Syndrome', 'Present/Absent')","('Lung Cancer', 'Present/Absent')",cause,FALSE,0.99999933
"('Lung Cancer', 'Present/Absent')","('Left Heart Syndrome', 'Present/Absent')",cause,FALSE,0.999999568
"('Left Heart Syndrome', 'Present/Absent')","('Cough Up Blood', 'Yes/No')",cause,TRUE,0.924140959
"('Cough Up Blood', 'Yes/No')","('Left Heart Syndrome', 'Present/Absent')",cause,FALSE,0.999999449
"('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')","('Difficulty Breathing', 'Experiences difficulty/No difficulty')",cause,FALSE,0.999903614
"('Difficulty Breathing', 'Experiences difficulty/No difficulty')","('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')",cause,TRUE,0.993306653
"('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')","('Smoking', 'Smoker/Non-smoker')",cause,FALSE,0.999998853
"('Smoking', 'Smoker/Non-smoker')","('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')",cause,TRUE,0.999999687
"('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')","('Radon Exposure', 'Exposed/Not exposed')",cause,FALSE,0.99999933
"('Radon Exposure', 'Exposed/Not exposed')","('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')",cause,TRUE,0.999991939
"('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')","('Lung Cancer', 'Present/Absent')",cause,FALSE,0.99999933
"('Lung Cancer', 'Present/Absent')","('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')",cause,TRUE,0.999999568
"('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')","('Cough Up Blood', 'Yes/No')",cause,FALSE,0.999446763
"('Cough Up Blood', 'Yes/No')","('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')",cause,FALSE,0.99984117
"('Difficulty Breathing', 'Experiences difficulty/No difficulty')","('Smoking', 'Smoker/Non-smoker')",cause,FALSE,0.999998853
"('Smoking', 'Smoker/Non-smoker')","('Difficulty Breathing', 'Experiences difficulty/No difficulty')",cause,TRUE,0.999999449
"('Difficulty Breathing', 'Experiences difficulty/No difficulty')","('Radon Exposure', 'Exposed/Not exposed')",cause,FALSE,0.999999091
"('Radon Exposure', 'Exposed/Not exposed')","('Difficulty Breathing', 'Experiences difficulty/No difficulty')",cause,TRUE,0.999999449
"('Difficulty Breathing', 'Experiences difficulty/No difficulty')","('Lung Cancer', 'Present/Absent')",cause,FALSE,0.99999933
"('Lung Cancer', 'Present/Absent')","('Difficulty Breathing', 'Experiences difficulty/No difficulty')",cause,TRUE,0.999999568
"('Difficulty Breathing', 'Experiences difficulty/No difficulty')","('Cough Up Blood', 'Yes/No')",cause,FALSE,0.999983118
"('Cough Up Blood', 'Yes/No')","('Difficulty Breathing', 'Experiences difficulty/No difficulty')",cause,TRUE,0.989012751
"('Smoking', 'Smoker/Non-smoker')","('Radon Exposure', 'Exposed/Not exposed')",cause,FALSE,0.999999449
"('Radon Exposure', 'Exposed/Not exposed')","('Smoking', 'Smoker/Non-smoker')",cause,FALSE,0.999999091
"('Smoking', 'Smoker/Non-smoker')","('Lung Cancer', 'Present/Absent')",cause,TRUE,0.999999449
"('Lung Cancer', 'Present/Absent')","('Smoking', 'Smoker/Non-smoker')",cause,FALSE,0.999998376
"('Smoking', 'Smoker/Non-smoker')","('Cough Up Blood', 'Yes/No')",cause,TRUE,0.999999568
"('Cough Up Blood', 'Yes/No')","('Smoking', 'Smoker/Non-smoker')",cause,FALSE,0.999998734
"('Radon Exposure', 'Exposed/Not exposed')","('Lung Cancer', 'Present/Absent')",cause,TRUE,0.999999687
"('Lung Cancer', 'Present/Absent')","('Radon Exposure', 'Exposed/Not exposed')",cause,FALSE,0.999999091
"('Radon Exposure', 'Exposed/Not exposed')","('Cough Up Blood', 'Yes/No')",cause,TRUE,0.97068703
"('Cough Up Blood', 'Yes/No')","('Radon Exposure', 'Exposed/Not exposed')",cause,FALSE,0.99999921
"('Lung Cancer', 'Present/Absent')","('Cough Up Blood', 'Yes/No')",cause,TRUE,0.999999568
"('Cough Up Blood', 'Yes/No')","('Lung Cancer', 'Present/Absent')",cause,FALSE,0.99999921
