var1,var2,verb,answer,probability
"('Left Heart Syndrome', 'Present/Absent')","('Right Heart Syndrome', 'Present/Absent')",influence,FALSE,0.999998972
"('Right Heart Syndrome', 'Present/Absent')","('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')",influence,TRUE,0.999903614
"('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')","('Right Heart Syndrome', 'Present/Absent')",influence,FALSE,0.999995992
"('Right Heart Syndrome', 'Present/Absent')","('Difficulty Breathing', 'Experiences difficulty/No difficulty')",influence,TRUE,0.999999687
"('Difficulty Breathing', 'Experiences difficulty/No difficulty')","('Right Heart Syndrome', 'Present/Absent')",influence,FALSE,0.999999687
"('Right Heart Syndrome', 'Present/Absent')","('Smoking', 'Smoker/Non-smoker')",influence,FALSE,0.999999091
"('Smoking', 'Smoker/Non-smoker')","('Right Heart Syndrome', 'Present/Absent')",influence,TRUE,0.999994919
"('Right Heart Syndrome', 'Present/Absent')","('Radon Exposure', 'Exposed/Not exposed')",influence,FALSE,0.99999933
"('Radon Exposure', 'Exposed/Not exposed')","('Right Heart Syndrome', 'Present/Absent')",influence,FALSE,0.99999921
"('Right Heart Syndrome', 'Present/Absent')","('Lung Cancer', 'Present/Absent')",influence,FALSE,0.999999449
"('Lung Cancer', 'Present/Absent')","('Right Heart Syndrome', 'Present/Absent')",influence,TRUE,0.999978231
"('Right Heart Syndrome', 'Present/Absent')","('Cough Up Blood', 'Yes/No')",influence,TRUE,0.999972271
"('Cough Up Blood', 'Yes/No')","('Right Heart Syndrome', 'Present/Absent')",influence,FALSE,0.999999687
"('Left Heart Syndrome', 'Present/Absent')","('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')",influence,TRUE,0.998072869
"('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')","('Left Heart Syndrome', 'Present/Absent')",influence,FALSE,0.999999687
"('Left Heart Syndrome', 'Present/Absent')","('Difficulty Breathing', 'Experiences difficulty/No difficulty')",influence,TRUE,0.999999687
"('Difficulty Breathing', 'Experiences difficulty/No difficulty')","('Left Heart Syndrome', 'Present/Absent')",influence,FALSE,0.999999687
"('Left Heart Syndrome', 'Present/Absent')","('Smoking', 'Smoker/Non-smoker')",influence,FALSE,0.999998853
"('Smoking', 'Smoker/Non-smoker')","('Left Heart Syndrome', 'Present/Absent')",influence,FALSE,0.999989436
"('Left Heart Syndrome', 'Present/Absent')","('Radon Exposure', 'Exposed/Not exposed')",influence,FALSE,0.99999921
"('Radon Exposure', 'Exposed/Not exposed')","('Left Heart Syndrome', 'Present/Absent')",influence,FALSE,0.999999568
"('Left Heart Syndrome', 'Present/Absent')","('Lung Cancer', 'Present/Absent')",influence,FALSE,0.999999449
"('Lung Cancer', 'Present/Absent')","('Left Heart Syndrome', 'Present/Absent')",influence,FALSE,0.999999449
"('Left Heart Syndrome', 'Present/Absent')","('Cough Up Blood', 'Yes/No')",influence,TRUE,0.977021932
"('Cough Up Blood', 'Yes/No')","('Left Heart Syndrome', 'Present/Absent')",influence,FALSE,0.999999449
"('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')","('Difficulty Breathing', 'Experiences difficulty/No difficulty')",influence,FALSE,0.999996946
"('Difficulty Breathing', 'Experiences difficulty/No difficulty')","('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')",influence,TRUE,0.999569066
"('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')","('Smoking', 'Smoker/Non-smoker')",influence,FALSE,0.999998972
"('Smoking', 'Smoker/Non-smoker')","('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')",influence,TRUE,0.999999806
"('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')","('Radon Exposure', 'Exposed/Not exposed')",influence,FALSE,0.999999449
"('Radon Exposure', 'Exposed/Not exposed')","('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')",influence,TRUE,0.999998972
"('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')","('Lung Cancer', 'Present/Absent')",influence,FALSE,0.99999933
"('Lung Cancer', 'Present/Absent')","('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')",influence,TRUE,0.999999568
"('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')","('Cough Up Blood', 'Yes/No')",influence,FALSE,0.952573349
"('Cough Up Blood', 'Yes/No')","('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')",influence,FALSE,0.999569185
"('Difficulty Breathing', 'Experiences difficulty/No difficulty')","('Smoking', 'Smoker/Non-smoker')",influence,FALSE,0.99999933
"('Smoking', 'Smoker/Non-smoker')","('Difficulty Breathing', 'Experiences difficulty/No difficulty')",influence,TRUE,0.999999449
"('Difficulty Breathing', 'Experiences difficulty/No difficulty')","('Radon Exposure', 'Exposed/Not exposed')",influence,FALSE,0.99999921
"('Radon Exposure', 'Exposed/Not exposed')","('Difficulty Breathing', 'Experiences difficulty/No difficulty')",influence,TRUE,0.999999687
"('Difficulty Breathing', 'Experiences difficulty/No difficulty')","('Lung Cancer', 'Present/Absent')",influence,FALSE,0.99999933
"('Lung Cancer', 'Present/Absent')","('Difficulty Breathing', 'Experiences difficulty/No difficulty')",influence,TRUE,0.999999568
"('Difficulty Breathing', 'Experiences difficulty/No difficulty')","('Cough Up Blood', 'Yes/No')",influence,FALSE,0.99984117
"('Cough Up Blood', 'Yes/No')","('Difficulty Breathing', 'Experiences difficulty/No difficulty')",influence,TRUE,0.999447001
"('Smoking', 'Smoker/Non-smoker')","('Radon Exposure', 'Exposed/Not exposed')",influence,FALSE,0.99999933
"('Radon Exposure', 'Exposed/Not exposed')","('Smoking', 'Smoker/Non-smoker')",influence,FALSE,0.999998853
"('Smoking', 'Smoker/Non-smoker')","('Lung Cancer', 'Present/Absent')",influence,TRUE,0.999999449
"('Lung Cancer', 'Present/Absent')","('Smoking', 'Smoker/Non-smoker')",influence,FALSE,0.99999921
"('Smoking', 'Smoker/Non-smoker')","('Cough Up Blood', 'Yes/No')",influence,TRUE,0.999999568
"('Cough Up Blood', 'Yes/No')","('Smoking', 'Smoker/Non-smoker')",influence,FALSE,0.99999933
"('Radon Exposure', 'Exposed/Not exposed')","('Lung Cancer', 'Present/Absent')",influence,TRUE,0.999999568
"('Lung Cancer', 'Present/Absent')","('Radon Exposure', 'Exposed/Not exposed')",influence,FALSE,0.999998972
"('Radon Exposure', 'Exposed/Not exposed')","('Cough Up Blood', 'Yes/No')",influence,TRUE,0.993306423
"('Cough Up Blood', 'Yes/No')","('Radon Exposure', 'Exposed/Not exposed')",influence,FALSE,0.99999933
"('Lung Cancer', 'Present/Absent')","('Cough Up Blood', 'Yes/No')",influence,TRUE,0.999999568
"('Cough Up Blood', 'Yes/No')","('Lung Cancer', 'Present/Absent')",influence,FALSE,0.999999449
