var1,var2,verb,answer,probability
"('Left Heart Syndrome', 'Present/Absent')","('Right Heart Syndrome', 'Present/Absent')",raise the risk of,FALSE,0.904649657
"('Right Heart Syndrome', 'Present/Absent')","('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')",raise the risk of,TRUE,0.998830224
"('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')","('Right Heart Syndrome', 'Present/Absent')",raise the risk of,FALSE,0.999972271
"('Right Heart Syndrome', 'Present/Absent')","('Difficulty Breathing', 'Experiences difficulty/No difficulty')",raise the risk of,TRUE,0.999999687
"('Difficulty Breathing', 'Experiences difficulty/No difficulty')","('Right Heart Syndrome', 'Present/Absent')",raise the risk of,FALSE,0.999964284
"('Right Heart Syndrome', 'Present/Absent')","('Smoking', 'Smoker/Non-smoker')",raise the risk of,FALSE,0.99999921
"('Smoking', 'Smoker/Non-smoker')","('Right Heart Syndrome', 'Present/Absent')",raise the risk of,TRUE,0.99999933
"('Right Heart Syndrome', 'Present/Absent')","('Radon Exposure', 'Exposed/Not exposed')",raise the risk of,FALSE,0.999999449
"('Radon Exposure', 'Exposed/Not exposed')","('Right Heart Syndrome', 'Present/Absent')",raise the risk of,FALSE,0.999986694
"('Right Heart Syndrome', 'Present/Absent')","('Lung Cancer', 'Present/Absent')",raise the risk of,FALSE,0.99999933
"('Lung Cancer', 'Present/Absent')","('Right Heart Syndrome', 'Present/Absent')",raise the risk of,FALSE,0.999998376
"('Right Heart Syndrome', 'Present/Absent')","('Cough Up Blood', 'Yes/No')",raise the risk of,TRUE,0.999964404
"('Cough Up Blood', 'Yes/No')","('Right Heart Syndrome', 'Present/Absent')",raise the risk of,FALSE,0.999999687
"('Left Heart Syndrome', 'Present/Absent')","('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')",raise the risk of,TRUE,0.999924949
"('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')","('Left Heart Syndrome', 'Present/Absent')",raise the risk of,FALSE,0.999999806
"('Left Heart Syndrome', 'Present/Absent')","('Difficulty Breathing', 'Experiences difficulty/No difficulty')",raise the risk of,TRUE,0.999999687
"('Difficulty Breathing', 'Experiences difficulty/No difficulty')","('Left Heart Syndrome', 'Present/Absent')",raise the risk of,FALSE,0.999999687
"('Left Heart Syndrome', 'Present/Absent')","('Smoking', 'Smoker/Non-smoker')",raise the risk of,FALSE,0.99999921
"('Smoking', 'Smoker/Non-smoker')","('Left Heart Syndrome', 'Present/Absent')",raise the risk of,FALSE,0.999964165
"('Left Heart Syndrome', 'Present/Absent')","('Radon Exposure', 'Exposed/Not exposed')",raise the risk of,FALSE,0.999999449
"('Radon Exposure', 'Exposed/Not exposed')","('Left Heart Syndrome', 'Present/Absent')",raise the risk of,FALSE,0.999999568
"('Left Heart Syndrome', 'Present/Absent')","('Lung Cancer', 'Present/Absent')",raise the risk of,FALSE,0.99999921
"('Lung Cancer', 'Present/Absent')","('Left Heart Syndrome', 'Present/Absent')",raise the risk of,FALSE,0.999998972
"('Left Heart Syndrome', 'Present/Absent')","('Cough Up Blood', 'Yes/No')",raise the risk of,TRUE,0.970686918
"('Cough Up Blood', 'Yes/No')","('Left Heart Syndrome', 'Present/Absent')",raise the risk of,FALSE,0.999999568
"('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')","('Difficulty Breathing', 'Experiences difficulty/No difficulty')",raise the risk of,FALSE,0.999986694
"('Difficulty Breathing', 'Experiences difficulty/No difficulty')","('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')",raise the risk of,TRUE,0.982013086
"('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')","('Smoking', 'Smoker/Non-smoker')",raise the risk of,FALSE,0.99999921
"('Smoking', 'Smoker/Non-smoker')","('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')",raise the risk of,TRUE,0.999999687
"('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')","('Radon Exposure', 'Exposed/Not exposed')",raise the risk of,FALSE,0.999999449
"('Radon Exposure', 'Exposed/Not exposed')","('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')",raise the risk of,TRUE,0.999997542
"('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')","('Lung Cancer', 'Present/Absent')",raise the risk of,FALSE,0.999999687
"('Lung Cancer', 'Present/Absent')","('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')",raise the risk of,TRUE,0.999999568
"('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')","('Cough Up Blood', 'Yes/No')",raise the risk of,FALSE,0.562175665
"('Cough Up Blood', 'Yes/No')","('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')",raise the risk of,FALSE,0.985935619
"('Difficulty Breathing', 'Experiences difficulty/No difficulty')","('Smoking', 'Smoker/Non-smoker')",raise the risk of,FALSE,0.99999933
"('Smoking', 'Smoker/Non-smoker')","('Difficulty Breathing', 'Experiences difficulty/No difficulty')",raise the risk of,TRUE,0.99999933
"('Difficulty Breathing', 'Experiences difficulty/No difficulty')","('Radon Exposure', 'Exposed/Not exposed')",raise the risk of,FALSE,0.99999921
"('Radon Exposure', 'Exposed/Not exposed')","('Difficulty Breathing', 'Experiences difficulty/No difficulty')",raise the risk of,TRUE,0.999999449
"('Difficulty Breathing', 'Experiences difficulty/No difficulty')","('Lung Cancer', 'Present/Absent')",raise the risk of,FALSE,0.999999568
"('Lung Cancer', 'Present/Absent')","('Difficulty Breathing', 'Experiences difficulty/No difficulty')",raise the risk of,TRUE,0.999999568
"('Difficulty Breathing', 'Experiences difficulty/No difficulty')","('Cough Up Blood', 'Yes/No')",raise the risk of,FALSE,0.999994919
"('Cough Up Blood', 'Yes/No')","('Difficulty Breathing', 'Experiences difficulty/No difficulty')",raise the risk of,FALSE,0.924141055
"('Smoking', 'Smoker/Non-smoker')","('Radon Exposure', 'Exposed/Not exposed')",raise the risk of,FALSE,0.999999568
"('Radon Exposure', 'Exposed/Not exposed')","('Smoking', 'Smoker/Non-smoker')",raise the risk of,FALSE,0.999999449
"('Smoking', 'Smoker/Non-smoker')","('Lung Cancer', 'Present/Absent')",raise the risk of,TRUE,0.99999933
"('Lung Cancer', 'Present/Absent')","('Smoking', 'Smoker/Non-smoker')",raise the risk of,FALSE,0.999998972
"('Smoking', 'Smoker/Non-smoker')","('Cough Up Blood', 'Yes/No')",raise the risk of,TRUE,0.999999568
"('Cough Up Blood', 'Yes/No')","('Smoking', 'Smoker/Non-smoker')",raise the risk of,FALSE,0.99999921
"('Radon Exposure', 'Exposed/Not exposed')","('Lung Cancer', 'Present/Absent')",raise the risk of,TRUE,0.999999687
"('Lung Cancer', 'Present/Absent')","('Radon Exposure', 'Exposed/Not exposed')",raise the risk of,FALSE,0.99999933
"('Radon Exposure', 'Exposed/Not exposed')","('Cough Up Blood', 'Yes/No')",raise the risk of,TRUE,0.982013202
"('Cough Up Blood', 'Yes/No')","('Radon Exposure', 'Exposed/Not exposed')",raise the risk of,FALSE,0.99999921
"('Lung Cancer', 'Present/Absent')","('Cough Up Blood', 'Yes/No')",raise the risk of,TRUE,0.999999568
"('Cough Up Blood', 'Yes/No')","('Lung Cancer', 'Present/Absent')",raise the risk of,FALSE,0.999999568
