var1,var2,verb,answer,probability
"('Difficulty Breathing', 'Experiences difficulty/No difficulty')","('Smoking', 'Smoker/Non-smoker')",result in,FALSE,0.999999091
"('Smoking', 'Smoker/Non-smoker')","('Difficulty Breathing', 'Experiences difficulty/No difficulty')",result in,TRUE,0.999999449
"('Difficulty Breathing', 'Experiences difficulty/No difficulty')","('Radon Exposure', 'Exposed/Not exposed')",result in,FALSE,0.99999933
"('Radon Exposure', 'Exposed/Not exposed')","('Difficulty Breathing', 'Experiences difficulty/No difficulty')",result in,TRUE,0.999999449
"('Difficulty Breathing', 'Experiences difficulty/No difficulty')","('Lung Cancer', 'Present/Absent')",result in,FALSE,0.999999449
"('Lung Cancer', 'Present/Absent')","('Difficulty Breathing', 'Experiences difficulty/No difficulty')",result in,TRUE,0.999999449
"('Difficulty Breathing', 'Experiences difficulty/No difficulty')","('Cough Up Blood', 'Yes/No')",result in,FALSE,0.999088594
"('Cough Up Blood', 'Yes/No')","('Difficulty Breathing', 'Experiences difficulty/No difficulty')",result in,TRUE,0.993306772
"('Smoking', 'Smoker/Non-smoker')","('Radon Exposure', 'Exposed/Not exposed')",result in,FALSE,0.999999568
"('Radon Exposure', 'Exposed/Not exposed')","('Smoking', 'Smoker/Non-smoker')",result in,FALSE,0.99999933
"('Smoking', 'Smoker/Non-smoker')","('Lung Cancer', 'Present/Absent')",result in,TRUE,0.999999449
"('Lung Cancer', 'Present/Absent')","('Smoking', 'Smoker/Non-smoker')",result in,FALSE,0.999998138
"('Smoking', 'Smoker/Non-smoker')","('Cough Up Blood', 'Yes/No')",result in,TRUE,0.999999568
"('Cough Up Blood', 'Yes/No')","('Smoking', 'Smoker/Non-smoker')",result in,FALSE,0.999998972
"('Radon Exposure', 'Exposed/Not exposed')","('Lung Cancer', 'Present/Absent')",result in,TRUE,0.999999687
"('Lung Cancer', 'Present/Absent')","('Radon Exposure', 'Exposed/Not exposed')",result in,FALSE,0.999999449
"('Radon Exposure', 'Exposed/Not exposed')","('Cough Up Blood', 'Yes/No')",result in,TRUE,0.997527047
"('Cough Up Blood', 'Yes/No')","('Radon Exposure', 'Exposed/Not exposed')",result in,FALSE,0.999999091
"('Lung Cancer', 'Present/Absent')","('Cough Up Blood', 'Yes/No')",result in,TRUE,0.999999449
"('Cough Up Blood', 'Yes/No')","('Lung Cancer', 'Present/Absent')",result in,FALSE,0.999999449
