var1,var2,verb,answer,probability
"('Radon Exposure', 'Exposed/Not exposed')","('Difficulty Breathing', 'Experiences difficulty/No difficulty')",lead to,TRUE,0.999999568
"('Difficulty Breathing', 'Experiences difficulty/No difficulty')","('Lung Cancer', 'Present/Absent')",lead to,FALSE,0.99999933
"('Lung Cancer', 'Present/Absent')","('Difficulty Breathing', 'Experiences difficulty/No difficulty')",lead to,TRUE,0.999999449
"('Difficulty Breathing', 'Experiences difficulty/No difficulty')","('Cough Up Blood', 'Yes/No')",lead to,FALSE,0.924140855
"('Cough Up Blood', 'Yes/No')","('Difficulty Breathing', 'Experiences difficulty/No difficulty')",lead to,FALSE,0.996826973
"('Smoking', 'Smoker/Non-smoker')","('Radon Exposure', 'Exposed/Not exposed')",lead to,FALSE,0.999999449
"('Radon Exposure', 'Exposed/Not exposed')","('Smoking', 'Smoker/Non-smoker')",lead to,FALSE,0.99999921
"('Smoking', 'Smoker/Non-smoker')","('Lung Cancer', 'Present/Absent')",lead to,TRUE,0.99999921
"('Lung Cancer', 'Present/Absent')","('Smoking', 'Smoker/Non-smoker')",lead to,FALSE,0.999998972
"('Smoking', 'Smoker/Non-smoker')","('Cough Up Blood', 'Yes/No')",lead to,TRUE,0.999999568
"('Cough Up Blood', 'Yes/No')","('Smoking', 'Smoker/Non-smoker')",lead to,FALSE,0.999998853
"('Radon Exposure', 'Exposed/Not exposed')","('Lung Cancer', 'Present/Absent')",lead to,TRUE,0.999999568
"('Lung Cancer', 'Present/Absent')","('Radon Exposure', 'Exposed/Not exposed')",lead to,FALSE,0.99999933
"('Radon Exposure', 'Exposed/Not exposed')","('Cough Up Blood', 'Yes/No')",lead to,TRUE,0.985935737
"('Cough Up Blood', 'Yes/No')","('Radon Exposure', 'Exposed/Not exposed')",lead to,FALSE,0.99999921
"('Lung Cancer', 'Present/Absent')","('Cough Up Blood', 'Yes/No')",lead to,TRUE,0.999999568
"('Cough Up Blood', 'Yes/No')","('Lung Cancer', 'Present/Absent')",lead to,FALSE,0.999998972
