var1,var2,verb,answer,probability
"('Arteriosclerosis', 'Present/Absent')","('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')",affect,FALSE,0.999983118
"('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')","('Arteriosclerosis', 'Present/Absent')",affect,FALSE,0.99999933
"('Arteriosclerosis', 'Present/Absent')","('Difficulty Breathing', 'Experiences difficulty/No difficulty')",affect,TRUE,0.999996946
"('Difficulty Breathing', 'Experiences difficulty/No difficulty')","('Arteriosclerosis', 'Present/Absent')",affect,FALSE,0.999999449
"('Arteriosclerosis', 'Present/Absent')","('Smoking', 'Smoker/Non-smoker')",affect,FALSE,0.99999921
"('Smoking', 'Smoker/Non-smoker')","('Arteriosclerosis', 'Present/Absent')",affect,TRUE,0.999999449
"('Arteriosclerosis', 'Present/Absent')","('Radon Exposure', 'Exposed/Not exposed')",affect,FALSE,0.99999933
"('Radon Exposure', 'Exposed/Not exposed')","('Arteriosclerosis', 'Present/Absent')",affect,FALSE,0.999989555
"('Arteriosclerosis', 'Present/Absent')","('Lung Cancer', 'Present/Absent')",affect,FALSE,0.999999687
"('Lung Cancer', 'Present/Absent')","('Arteriosclerosis', 'Present/Absent')",affect,FALSE,0.999999449
"('Arteriosclerosis', 'Present/Absent')","('Cough Up Blood', 'Yes/No')",affect,FALSE,0.999876326
"('Cough Up Blood', 'Yes/No')","('Arteriosclerosis', 'Present/Absent')",affect,FALSE,0.99999933
"('Right Heart Syndrome', 'Present/Absent')","('Left Heart Syndrome', 'Present/Absent')",affect,FALSE,0.999999687
"('Left Heart Syndrome', 'Present/Absent')","('Right Heart Syndrome', 'Present/Absent')",affect,FALSE,0.999999091
"('Right Heart Syndrome', 'Present/Absent')","('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')",affect,TRUE,0.999876326
"('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')","('Right Heart Syndrome', 'Present/Absent')",affect,FALSE,0.999996826
"('Right Heart Syndrome', 'Present/Absent')","('Difficulty Breathing', 'Experiences difficulty/No difficulty')",affect,TRUE,0.999999687
"('Difficulty Breathing', 'Experiences difficulty/No difficulty')","('Right Heart Syndrome', 'Present/Absent')",affect,FALSE,0.999954272
"('Right Heart Syndrome', 'Present/Absent')","('Smoking', 'Smoker/Non-smoker')",affect,FALSE,0.999999091
"('Smoking', 'Smoker/Non-smoker')","('Right Heart Syndrome', 'Present/Absent')",affect,TRUE,0.999998018
"('Right Heart Syndrome', 'Present/Absent')","('Radon Exposure', 'Exposed/Not exposed')",affect,FALSE,0.99999933
"('Radon Exposure', 'Exposed/Not exposed')","('Right Heart Syndrome', 'Present/Absent')",affect,FALSE,0.999998614
"('Right Heart Syndrome', 'Present/Absent')","('Lung Cancer', 'Present/Absent')",affect,FALSE,0.999999449
"('Lung Cancer', 'Present/Absent')","('Right Heart Syndrome', 'Present/Absent')",affect,FALSE,0.779941398
"('Right Heart Syndrome', 'Present/Absent')","('Cough Up Blood', 'Yes/No')",affect,TRUE,0.99992483
"('Cough Up Blood', 'Yes/No')","('Right Heart Syndrome', 'Present/Absent')",affect,FALSE,0.999999687
"('Left Heart Syndrome', 'Present/Absent')","('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')",affect,TRUE,0.999664356
"('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')","('Left Heart Syndrome', 'Present/Absent')",affect,FALSE,0.999999806
"('Left Heart Syndrome', 'Present/Absent')","('Difficulty Breathing', 'Experiences difficulty/No difficulty')",affect,TRUE,0.999999687
"('Difficulty Breathing', 'Experiences difficulty/No difficulty')","('Left Heart Syndrome', 'Present/Absent')",affect,FALSE,0.999999687
"('Left Heart Syndrome', 'Present/Absent')","('Smoking', 'Smoker/Non-smoker')",affect,FALSE,0.99999933
"('Smoking', 'Smoker/Non-smoker')","('Left Heart Syndrome', 'Present/Absent')",affect,FALSE,0.991421373
"('Left Heart Syndrome', 'Present/Absent')","('Radon Exposure', 'Exposed/Not exposed')",affect,FALSE,0.99999921
"('Radon Exposure', 'Exposed/Not exposed')","('Left Heart Syndrome', 'Present/Absent')",affect,FALSE,0.999999687
"('Left Heart Syndrome', 'Present/Absent')","('Lung Cancer', 'Present/Absent')",affect,FALSE,0.99999933
"('Lung Cancer', 'Present/Absent')","('Left Heart Syndrome', 'Present/Absent')",affect,FALSE,0.99999921
"('Left Heart Syndrome', 'Present/Absent')","('Cough Up Blood', 'Yes/No')",affect,TRUE,0.989012401
"('Cough Up Blood', 'Yes/No')","('Left Heart Syndrome', 'Present/Absent')",affect,FALSE,0.999999449
"('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')","('Difficulty Breathing', 'Experiences difficulty/No difficulty')",affect,TRUE,0.999924949
"('Difficulty Breathing', 'Experiences difficulty/No difficulty')","('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')",affect,TRUE,0.999289966
"('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')","('Smoking', 'Smoker/Non-smoker')",affect,FALSE,0.999998853
"('Smoking', 'Smoker/Non-smoker')","('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')",affect,TRUE,0.999999806
"('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')","('Radon Exposure', 'Exposed/Not exposed')",affect,FALSE,0.99999933
"('Radon Exposure', 'Exposed/Not exposed')","('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')",affect,TRUE,0.999998734
"('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')","('Lung Cancer', 'Present/Absent')",affect,FALSE,0.999999568
"('Lung Cancer', 'Present/Absent')","('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')",affect,TRUE,0.999998972
"('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')","('Cough Up Blood', 'Yes/No')",affect,FALSE,0.985935737
"('Cough Up Blood', 'Yes/No')","('Lungs Sound Funny', 'Abnormal sounds/Normal sounds')",affect,FALSE,0.998830105
"('Difficulty Breathing', 'Experiences difficulty/No difficulty')","('Smoking', 'Smoker/Non-smoker')",affect,FALSE,0.99999933
"('Smoking', 'Smoker/Non-smoker')","('Difficulty Breathing', 'Experiences difficulty/No difficulty')",affect,TRUE,0.999999091
"('Difficulty Breathing', 'Experiences difficulty/No difficulty')","('Radon Exposure', 'Exposed/Not exposed')",affect,FALSE,0.99999933
"('Radon Exposure', 'Exposed/Not exposed')","('Difficulty Breathing', 'Experiences difficulty/No difficulty')",affect,TRUE,0.999999568
"('Difficulty Breathing', 'Experiences difficulty/No difficulty')","('Lung Cancer', 'Present/Absent')",affect,FALSE,0.999999449
"('Lung Cancer', 'Present/Absent')","('Difficulty Breathing', 'Experiences difficulty/No difficulty')",affect,TRUE,0.999999568
"('Difficulty Breathing', 'Experiences difficulty/No difficulty')","('Cough Up Blood', 'Yes/No')",affect,FALSE,0.999982999
"('Cough Up Blood', 'Yes/No')","('Difficulty Breathing', 'Experiences difficulty/No difficulty')",affect,FALSE,0.977022276
"('Smoking', 'Smoker/Non-smoker')","('Radon Exposure', 'Exposed/Not exposed')",affect,FALSE,0.999999449
"('Radon Exposure', 'Exposed/Not exposed')","('Smoking', 'Smoker/Non-smoker')",affect,FALSE,0.999998972
"('Smoking', 'Smoker/Non-smoker')","('Lung Cancer', 'Present/Absent')",affect,TRUE,0.99999933
"('Lung Cancer', 'Present/Absent')","('Smoking', 'Smoker/Non-smoker')",affect,FALSE,0.99999933
"('Smoking', 'Smoker/Non-smoker')","('Cough Up Blood', 'Yes/No')",affect,TRUE,0.999999568
"('Cough Up Blood', 'Yes/No')","('Smoking', 'Smoker/Non-smoker')",affect,FALSE,0.99999933
"('Radon Exposure', 'Exposed/Not exposed')","('Lung Cancer', 'Present/Absent')",affect,TRUE,0.999999568
"('Lung Cancer', 'Present/Absent')","('Radon Exposure', 'Exposed/Not exposed')",affect,FALSE,0.99999933
"('Radon Exposure', 'Exposed/Not exposed')","('Cough Up Blood', 'Yes/No')",affect,TRUE,0.985935737
"('Cough Up Blood', 'Yes/No')","('Radon Exposure', 'Exposed/Not exposed')",affect,FALSE,0.99999921
"('Lung Cancer', 'Present/Absent')","('Cough Up Blood', 'Yes/No')",affect,TRUE,0.999999568
"('Cough Up Blood', 'Yes/No')","('Lung Cancer', 'Present/Absent')",affect,FALSE,0.999999449
